BIC,Container Size,In/Out Gate,Full / Empty,Container Status,Destination,Trucker ID,Pick-up Time
-1642606454,20,GateOut,Full,IMPORT,90749,,
-361176972,40,GateOut,Full,IMPORT,91618,,
-351200188,40,GateOut,Full,IMPORT,92543,,
-1633804432,20,GateOut,Full,IMPORT,90806,,
-209978512,40,GateOut,Full,IMPORT,91333,,
991039822,40,GateOut,Full,IMPORT,91841,,
-267967565,20,GateOut,Full,IMPORT,90210,,
750364582,40,GateOut,Full,IMPORT,90604,,
1257975938,40,GateOut,Full,IMPORT,91209,,
1437853240,20,GateOut,Full,IMPORT,92804,,
1640810379,20,GateOut,Full,IMPORT,90504,,
1376960460,40,GateOut,Full,IMPORT,90612,,
1435466973,45,GateOut,Full,IMPORT,92226,,
1510829693,40,GateOut,Full,IMPORT,92629,,
1251427842,40,GateOut,Full,IMPORT,91754,,
-1909639089,40,GateOut,Full,IMPORT,90292,,
1226036566,40,GateOut,Full,IMPORT,90748,,
-416466051,20,GateOut,Full,IMPORT,92701,,
1645978029,40,GateOut,Full,IMPORT,90620,,
152892955,40,GateOut,Full,IMPORT,92277,,
-903668478,20,GateOut,Full,IMPORT,92603,,
293626077,40,GateOut,Full,IMPORT,91188,,
-1170499779,40,GateOut,Full,IMPORT,90021,,
543150387,40,GateOut,Full,IMPORT,92507,,
-155104617,40,GateOut,Full,IMPORT,91001,,
-720357155,40,GateOut,Full,IMPORT,90623,,
803897229,40,GateOut,Full,IMPORT,92241,,
-1403673352,40,GateOut,Full,IMPORT,90006,,
-598987982,20,GateOut,Full,IMPORT,91126,,
143574275,40,GateOut,Full,IMPORT,92502,,
-703145542,20,GateOut,Full,IMPORT,92870,,
1968836837,40,GateOut,Full,IMPORT,92804,,
-166244918,20,GateOut,Full,IMPORT,93535,,
974458460,40,GateOut,Full,IMPORT,92373,,
-1492527331,40,GateOut,Full,IMPORT,92329,,
1711239492,40,GateOut,Full,IMPORT,91307,,
1216824821,40,GateOut,Full,IMPORT,90712,,
1026837733,20,GateOut,Full,IMPORT,92508,,
741937627,20,GateOut,Full,IMPORT,91412,,
927709474,20,GateOut,Full,IMPORT,92515,,
721008320,45,GateOut,Full,IMPORT,92844,,
744185042,40,GateOut,Full,IMPORT,92843,,
-300638825,40,GateOut,Full,IMPORT,90267,,
362547047,20,GateOut,Full,IMPORT,91331,,
-137789118,40,GateOut,Full,IMPORT,93063,,
-1337351482,40,GateOut,Full,IMPORT,92531,,
2005772965,40,GateOut,Full,IMPORT,90814,,
-64059754,45,GateOut,Full,IMPORT,90802,,
475662446,20,GateOut,Full,IMPORT,93062,,
-1557242958,40,GateOut,Full,IMPORT,91205,,
112493259,40,GateOut,Full,IMPORT,90017,,
634640613,40,GateOut,Full,IMPORT,90747,,
-1085424327,40,GateOut,Full,IMPORT,92371,,
-2097683533,40,GateOut,Full,IMPORT,93010,,
-962057690,40,GateOut,Full,IMPORT,92834,,
499992396,40,GateOut,Full,IMPORT,90814,,
566650451,40,GateOut,Full,IMPORT,93586,,
-1539912284,20,GateOut,Full,IMPORT,93590,,
-3705403,40,GateOut,Full,IMPORT,90029,,
-108122981,20,GateOut,Full,IMPORT,92691,,
679646185,20,GateOut,Full,IMPORT,92832,,
653632265,20,GateOut,Full,IMPORT,90293,,
-1237192058,40,GateOut,Full,IMPORT,91747,,
-703005920,40,GateOut,Full,IMPORT,92673,,
-575360297,20,GateOut,Full,IMPORT,90840,,
-21418565,40,GateOut,Full,IMPORT,90049,,
-566368791,40,GateOut,Full,IMPORT,90067,,
-1724942353,40,GateOut,Full,IMPORT,92869,,
-1750319450,45,GateOut,Full,IMPORT,91322,,
259400717,40,GateOut,Full,IMPORT,90041,,
1179255233,40,GateOut,Full,IMPORT,92399,,
-109465356,40,GateOut,Full,IMPORT,91797,,
-917352702,40,GateOut,Full,IMPORT,90026,,
1097433418,40,GateOut,Full,IMPORT,92413,,
-1531098208,20,GateOut,Full,IMPORT,91225,,
514172276,20,GateOut,Full,IMPORT,90623,,
1655083851,20,GateOut,Full,IMPORT,90027,,
-1585125952,40,GateOut,Full,IMPORT,92304,,
223601611,40,GateOut,Full,IMPORT,91337,,
-798428895,40,GateOut,Full,IMPORT,91470,,
2019813877,40,GateOut,Full,IMPORT,92653,,
-2129148626,40,GateOut,Full,IMPORT,92814,,
-1598813085,40,GateOut,Full,IMPORT,91016,,
1784388350,20,GateOut,Full,IMPORT,92235,,
378368690,40,GateOut,Full,IMPORT,90073,,
1452576082,40,GateOut,Full,IMPORT,92514,,
1005070378,20,GateOut,Full,IMPORT,91793,,
-1310627261,40,GateOut,Full,IMPORT,90038,,
-1214583757,20,GateOut,Full,IMPORT,92812,,
-125499236,40,GateOut,Full,IMPORT,92815,,
-1159775989,20,GateOut,Full,IMPORT,90704,,
-1753371016,40,GateOut,Full,IMPORT,92780,,
1339905020,40,GateOut,Full,IMPORT,90245,,
-1790417831,40,GateOut,Full,IMPORT,92347,,
-1712549693,45,GateOut,Full,IMPORT,92324,,
1628255453,40,GateOut,Full,IMPORT,92805,,
1052387480,40,GateOut,Full,IMPORT,93064,,
-1663900184,40,GateOut,Full,IMPORT,91841,,
641666099,40,GateOut,Full,IMPORT,91206,,
-534018495,40,GateOut,Full,IMPORT,91331,,
-1969245105,40,GateOut,Full,IMPORT,90045,,
1938717359,40,GateOut,Full,IMPORT,92392,,
2144466185,40,GateOut,Full,IMPORT,91102,,
569488856,40,GateOut,Full,IMPORT,92809,,
-724268402,20,GateOut,Full,IMPORT,92342,,
-1854569376,40,GateOut,Full,IMPORT,91504,,
-1161614392,40,GateOut,Full,IMPORT,90707,,
1775421137,40,GateOut,Full,IMPORT,90278,,
1044190222,40,GateOut,Full,IMPORT,92833,,
1983794511,40,GateOut,Full,IMPORT,90814,,
17489171,40,GateOut,Full,IMPORT,92210,,
-14929603,40,GateOut,Full,IMPORT,91201,,
-1170431511,40,GateOut,Full,IMPORT,92661,,
1249139797,40,GateOut,Full,IMPORT,90222,,
-938793716,40,GateOut,Full,IMPORT,92677,,
1118516753,20,GateOut,Full,IMPORT,90405,,
658187010,40,GateOut,Full,IMPORT,91325,,
433184267,40,GateOut,Full,IMPORT,90710,,
1504272524,20,GateOut,Full,IMPORT,91310,,
920971188,40,GateOut,Full,IMPORT,91758,,
-606125826,40,GateOut,Full,IMPORT,90652,,
-932923369,20,GateOut,Full,IMPORT,91308,,
-133831277,40,GateOut,Full,IMPORT,90401,,
-356133286,40,GateOut,Full,IMPORT,92838,,
1808548425,45,GateOut,Full,IMPORT,92882,,
1311038037,40,GateOut,Full,IMPORT,92318,,
-85180903,20,GateOut,Full,IMPORT,92861,,
-2072974103,40,GateOut,Full,IMPORT,92690,,
1114202130,40,GateOut,Full,IMPORT,90713,,
-84524643,20,GateOut,Full,IMPORT,92544,,
-1957046749,40,GateOut,Full,IMPORT,91724,,
-1318179534,40,GateOut,Full,IMPORT,91020,,
-1864612937,40,GateOut,Full,IMPORT,91359,,
1894069835,20,GateOut,Full,IMPORT,92629,,
-1763025811,40,GateOut,Full,IMPORT,90822,,
-1866835140,40,GateOut,Full,IMPORT,91504,,
-537429306,40,GateOut,Full,IMPORT,91412,,
498102170,40,GateOut,Full,IMPORT,91108,,
278912653,45,GateOut,Full,IMPORT,92203,,
2114519191,20,GateOut,Full,IMPORT,92301,,
-1191403341,40,GateOut,Full,IMPORT,90404,,
-931819424,40,GateOut,Full,IMPORT,92614,,
1858354082,20,GateOut,Full,IMPORT,92342,,
532767849,40,GateOut,Full,IMPORT,92711,,
388433724,40,GateOut,Full,IMPORT,92693,,
1809471164,40,GateOut,Full,IMPORT,91221,,
1841189313,40,GateOut,Full,IMPORT,92563,,
-340456918,40,GateOut,Full,IMPORT,90255,,
-594203832,40,GateOut,Full,IMPORT,90078,,
504253683,40,GateOut,Full,IMPORT,91609,,
-1533526411,40,GateOut,Full,IMPORT,92725,,
67628871,40,GateOut,Full,IMPORT,93004,,
1189267572,20,GateOut,Full,IMPORT,92325,,
751441761,40,GateOut,Full,IMPORT,92803,,
-1570566713,40,GateOut,Full,IMPORT,92240,,
-144411810,40,GateOut,Full,IMPORT,90060,,
416539867,45,GateOut,Full,IMPORT,90637,,
855786823,40,GateOut,Full,IMPORT,90712,,
-650379078,40,GateOut,Full,IMPORT,92225,,
1489987714,40,GateOut,Full,IMPORT,91790,,
-1785249450,40,GateOut,Full,IMPORT,90245,,
-677796416,45,GateOut,Full,IMPORT,92878,,
-1131238757,40,GateOut,Full,IMPORT,91395,,
-351399496,40,GateOut,Full,IMPORT,92317,,
1531035946,40,GateOut,Full,IMPORT,92337,,
-1237432981,20,GateOut,Full,IMPORT,90659,,
1260299785,40,GateOut,Full,IMPORT,92235,,
871069684,40,GateOut,Full,IMPORT,91841,,
500596535,45,GateOut,Full,IMPORT,93036,,
-1592555157,20,GateOut,Full,IMPORT,92804,,
887919716,20,GateOut,Full,IMPORT,92286,,
88567741,45,GateOut,Full,IMPORT,90710,,
-1233237564,40,GateOut,Full,IMPORT,91710,,
-1903096379,40,GateOut,Full,IMPORT,90301,,
802201789,40,GateOut,Full,IMPORT,91203,,
-771269913,20,GateOut,Full,IMPORT,90744,,
-723983274,40,GateOut,Full,IMPORT,92619,,
108852518,40,GateOut,Full,IMPORT,92781,,
1380055577,40,GateOut,Full,IMPORT,90633,,
950484647,40,GateOut,Full,IMPORT,92263,,
1515572776,45,GateOut,Full,IMPORT,90073,,
-1150420144,40,GateOut,Full,IMPORT,90277,,
216441298,40,GateOut,Full,IMPORT,92508,,
324502991,40,GateOut,Full,IMPORT,91354,,
1879411266,40,GateOut,Full,IMPORT,92347,,
1011688629,40,GateOut,Full,IMPORT,91401,,
1545391975,40,GateOut,Full,IMPORT,91362,,
-995993843,40,GateOut,Full,IMPORT,91772,,
2039522991,40,GateOut,Full,IMPORT,91612,,
1132237056,40,GateOut,Full,IMPORT,92546,,
-16051047,40,GateOut,Full,IMPORT,93094,,
-997165781,40,GateOut,Full,IMPORT,92395,,
2099640969,40,GateOut,Full,IMPORT,91354,,
1253510001,40,GateOut,Full,IMPORT,90201,,
-1943938269,45,GateOut,Full,IMPORT,92697,,
1163630437,40,GateOut,Full,IMPORT,91402,,
-1404478472,40,GateOut,Full,IMPORT,91012,,
1798403567,40,GateOut,Full,IMPORT,91386,,
321269164,40,GateOut,Full,IMPORT,92821,,
477446768,40,GateOut,Full,IMPORT,93015,,
2122038349,40,GateOut,Full,IMPORT,91003,,
893709529,40,GateOut,Full,IMPORT,90068,,
-1622114911,40,GateOut,Full,IMPORT,93553,,
503867484,40,GateOut,Full,IMPORT,91403,,
1780088264,40,GateOut,Full,IMPORT,90005,,
1692646139,40,GateOut,Full,IMPORT,93599,,
-2036624206,40,GateOut,Full,IMPORT,90084,,
1348311845,40,GateOut,Full,IMPORT,90245,,
-771058789,40,GateOut,Full,IMPORT,91733,,
951068201,40,GateOut,Full,IMPORT,91357,,
-1149919621,40,GateOut,Full,IMPORT,90743,,
1807171752,40,GateOut,Full,IMPORT,90007,,
1088007252,40,GateOut,Full,IMPORT,91797,,
-579680708,40,GateOut,Full,IMPORT,91206,,
1849435360,40,GateOut,Full,IMPORT,92210,,
511834577,20,GateOut,Full,IMPORT,91761,,
1446209848,40,GateOut,Full,IMPORT,92864,,
1353573271,40,GateOut,Full,IMPORT,92831,,
1147570601,40,GateOut,Full,IMPORT,91506,,
-930962931,40,GateOut,Full,IMPORT,91342,,
934839390,40,GateOut,Full,IMPORT,92402,,
-370474667,40,GateOut,Full,IMPORT,90263,,
-2036135284,45,GateOut,Full,IMPORT,92406,,
768838454,40,GateOut,Full,IMPORT,93535,,
214401853,40,GateOut,Full,IMPORT,93042,,
970408210,40,GateOut,Full,IMPORT,90059,,
182307737,40,GateOut,Full,IMPORT,90833,,
-1958424750,40,GateOut,Full,IMPORT,91221,,
-1888021543,40,GateOut,Full,IMPORT,92521,,
309291760,40,GateOut,Full,IMPORT,92258,,
-2031124436,40,GateOut,Full,IMPORT,92236,,
-1141559134,40,GateOut,Full,IMPORT,91605,,
-1270415660,40,GateOut,Full,IMPORT,90670,,
1681614035,40,GateOut,Full,IMPORT,91006,,
1474313857,20,GateOut,Full,IMPORT,92629,,
-443017678,40,GateOut,Full,IMPORT,90055,,
-483562231,40,GateOut,Full,IMPORT,90637,,
-211782079,20,GateOut,Full,IMPORT,90734,,
1773604694,40,GateOut,Full,IMPORT,92253,,
30145301,40,GateOut,Full,IMPORT,92347,,
-167878649,40,GateOut,Full,IMPORT,92590,,
147675511,40,GateOut,Full,IMPORT,92551,,
-681011164,20,GateOut,Full,IMPORT,91105,,
1595208522,40,GateOut,Full,IMPORT,90410,,
-744078870,40,GateOut,Full,IMPORT,92320,,
-1118644986,40,GateOut,Full,IMPORT,92627,,
1515046827,40,GateOut,Full,IMPORT,91413,,
919955804,40,GateOut,Full,IMPORT,93063,,
707106559,40,GateOut,Full,IMPORT,92241,,
657317717,40,GateOut,Full,IMPORT,92678,,
638385329,40,GateOut,Full,IMPORT,92674,,
653839836,45,GateOut,Full,IMPORT,90733,,
-905044605,40,GateOut,Full,IMPORT,92781,,
-1736253504,40,GateOut,Full,IMPORT,92268,,
1947788919,20,GateOut,Full,IMPORT,90810,,
-1455653127,40,GateOut,Full,IMPORT,91773,,
1634649826,40,GateOut,Full,IMPORT,90632,,
1748173826,40,GateOut,Full,IMPORT,92603,,
-1014488902,40,GateOut,Full,IMPORT,92814,,
-2048107180,45,GateOut,Full,IMPORT,92619,,
-2112865956,40,GateOut,Full,IMPORT,90009,,
-2141732835,40,GateOut,Full,IMPORT,91735,,
-2117135694,20,GateOut,Full,IMPORT,90742,,
472121452,40,GateOut,Full,IMPORT,92803,,
1089196004,45,GateOut,Full,IMPORT,93535,,
-1833894765,40,GateOut,Full,IMPORT,90814,,
-1586550402,40,GateOut,Full,IMPORT,92277,,
1805741850,40,GateOut,Full,IMPORT,90232,,
-1589074553,40,GateOut,Full,IMPORT,91605,,
-1565550784,20,GateOut,Full,IMPORT,90706,,
-1233131835,40,GateOut,Full,IMPORT,91362,,
-446966085,40,GateOut,Full,IMPORT,92870,,
437265830,40,GateOut,Full,IMPORT,91780,,
-486513111,45,GateOut,Full,IMPORT,90662,,
854409897,20,GateOut,Full,IMPORT,93033,,
-733196311,40,GateOut,Full,IMPORT,91109,,
660211574,40,GateOut,Full,IMPORT,91708,,
1882574702,20,GateOut,Full,IMPORT,91376,,
-1609530746,40,GateOut,Full,IMPORT,91191,,
-901975137,20,GateOut,Full,IMPORT,90624,,
1716057347,40,GateOut,Full,IMPORT,92870,,
1443287425,40,GateOut,Full,IMPORT,90605,,
-628632739,40,GateOut,Full,IMPORT,91732,,
-186340851,40,GateOut,Full,IMPORT,92604,,
1692200768,40,GateOut,Full,IMPORT,92513,,
-922511536,40,GateOut,Full,IMPORT,91209,,
-1651442512,40,GateOut,Full,IMPORT,92555,,
2007803182,20,GateOut,Full,IMPORT,90242,,
-1860286482,20,GateOut,Full,IMPORT,92341,,
-978086250,40,GateOut,Full,IMPORT,92513,,
1767505532,40,GateOut,Full,IMPORT,91762,,
-890621423,40,GateOut,Full,IMPORT,91001,,
1825949463,40,GateOut,Full,IMPORT,92350,,
-737361870,20,GateOut,Full,IMPORT,93042,,
-434378504,40,GateOut,Full,IMPORT,92506,,
921408355,20,GateOut,Full,IMPORT,90255,,
-936094124,40,GateOut,Full,IMPORT,92401,,
-1803004854,45,GateOut,Full,IMPORT,92799,,
-1170375754,45,GateOut,Full,IMPORT,90401,,
-359585835,20,GateOut,Full,IMPORT,91363,,
781982371,45,GateOut,Full,IMPORT,90270,,
900494054,40,GateOut,Full,IMPORT,91797,,
-1068230879,40,GateOut,Full,IMPORT,91206,,
1623737297,40,GateOut,Full,IMPORT,93006,,
-1711544006,40,GateOut,Full,IMPORT,90802,,
-574575948,40,GateOut,Full,IMPORT,93099,,
-2129936036,40,GateOut,Full,IMPORT,90004,,
1303977276,40,GateOut,Full,IMPORT,92612,,
930411980,40,GateOut,Full,IMPORT,90292,,
-1394217552,40,GateOut,Full,IMPORT,92833,,
1212234903,40,GateOut,Full,IMPORT,90721,,
300754378,40,GateOut,Full,IMPORT,90248,,
598677138,40,GateOut,Full,IMPORT,90632,,
-1718870209,45,GateOut,Full,IMPORT,91611,,
-590102527,40,GateOut,Full,IMPORT,90032,,
1174672513,40,GateOut,Full,IMPORT,90013,,
1078170143,40,GateOut,Full,IMPORT,90051,,
-1971164826,40,GateOut,Full,IMPORT,91185,,
-942280926,40,GateOut,Full,IMPORT,92805,,
1967588077,40,GateOut,Full,IMPORT,90026,,
-1505563244,40,GateOut,Full,IMPORT,93041,,
1625017786,40,GateOut,Full,IMPORT,90264,,
-2130673663,40,GateOut,Full,IMPORT,90720,,
726019183,40,GateOut,Full,IMPORT,92365,,
1018839908,40,GateOut,Full,IMPORT,92618,,
420664152,40,GateOut,Full,IMPORT,90010,,
1534452595,40,GateOut,Full,IMPORT,92688,,
261768719,40,GateOut,Full,IMPORT,92781,,
-1081222422,40,GateOut,Full,IMPORT,91785,,
468869000,40,GateOut,Full,IMPORT,90311,,
1888609008,40,GateOut,Full,IMPORT,92593,,
661041439,40,GateOut,Full,IMPORT,91601,,
609125657,45,GateOut,Full,IMPORT,93007,,
-439082298,40,GateOut,Full,IMPORT,90747,,
654110361,40,GateOut,Full,IMPORT,91345,,
1570784547,40,GateOut,Full,IMPORT,92270,,
-702817090,40,GateOut,Full,IMPORT,92701,,
-1784706916,40,GateOut,Full,IMPORT,91795,,
-238609438,40,GateOut,Full,IMPORT,92878,,
551340511,40,GateOut,Full,IMPORT,90031,,
-1963886496,40,GateOut,Full,IMPORT,90067,,
882415918,40,GateOut,Full,IMPORT,91330,,
2124492375,40,GateOut,Full,IMPORT,91319,,
1602314535,20,GateOut,Full,IMPORT,91357,,
-353785245,40,GateOut,Full,IMPORT,91791,,
591582045,40,GateOut,Full,IMPORT,91394,,
334791996,40,GateOut,Full,IMPORT,92543,,
974193334,40,GateOut,Full,IMPORT,91382,,
1552644910,40,GateOut,Full,IMPORT,92386,,
-1096770675,40,GateOut,Full,IMPORT,91357,,
1670705169,40,GateOut,Full,IMPORT,90721,,
2063877278,40,GateOut,Full,IMPORT,92706,,
-780383682,40,GateOut,Full,IMPORT,92799,,
-1778098659,40,GateOut,Full,IMPORT,90612,,
-1538118073,40,GateOut,Full,IMPORT,92270,,
-1102790579,40,GateOut,Full,IMPORT,92518,,
-1800076765,40,GateOut,Full,IMPORT,92253,,
138410419,40,GateOut,Full,IMPORT,90043,,
1363474279,40,GateOut,Full,IMPORT,92371,,
-1002359033,40,GateOut,Full,IMPORT,92519,,
1807015255,40,GateOut,Full,IMPORT,92322,,
-1399088734,40,GateOut,Full,IMPORT,92262,,
-836251119,40,GateOut,Full,IMPORT,92870,,
606168537,40,GateOut,Full,IMPORT,92618,,
864542226,40,GateOut,Full,IMPORT,90011,,
132194248,40,GateOut,Full,IMPORT,90711,,
174574697,40,GateOut,Full,IMPORT,92371,,
-257441033,20,GateOut,Full,IMPORT,92887,,
224506048,40,GateOut,Full,IMPORT,91709,,
-2024724943,40,GateOut,Full,IMPORT,90211,,
-1343422543,40,GateOut,Full,IMPORT,90842,,
621720064,40,GateOut,Full,IMPORT,91185,,
1087701228,40,GateOut,Full,IMPORT,91012,,
1972330200,40,GateOut,Full,IMPORT,92369,,
-167142101,40,GateOut,Full,IMPORT,91785,,
-2104722893,40,GateOut,Full,IMPORT,92815,,
221852132,40,GateOut,Full,IMPORT,91416,,
-413719340,40,GateOut,Full,IMPORT,90272,,
-509592373,20,GateOut,Full,IMPORT,92655,,
-1854392733,40,GateOut,Full,IMPORT,90711,,
336976394,40,GateOut,Full,IMPORT,92292,,
1566691289,40,GateOut,Full,IMPORT,90023,,
23103925,20,GateOut,Full,IMPORT,92338,,
392451042,40,GateOut,Full,IMPORT,90102,,
-1696246109,40,GateOut,Full,IMPORT,90248,,
-106093326,40,GateOut,Full,IMPORT,90031,,
-1680406198,40,GateOut,Full,IMPORT,91383,,
955337258,40,GateOut,Full,IMPORT,92345,,
-164278699,40,GateOut,Full,IMPORT,92863,,
-1151895103,40,GateOut,Full,IMPORT,92346,,
1015083101,40,GateOut,Full,IMPORT,91521,,
2024721149,40,GateOut,Full,IMPORT,91601,,
1022173315,40,GateOut,Full,IMPORT,90073,,
-474989833,40,GateOut,Full,IMPORT,90080,,
-688611419,20,GateOut,Full,IMPORT,92375,,
-220680649,40,GateOut,Full,IMPORT,90037,,
2067131824,40,GateOut,Full,IMPORT,92368,,
503618928,40,GateOut,Full,IMPORT,92413,,
1965359603,40,GateOut,Full,IMPORT,92865,,
-791304429,40,GateOut,Full,IMPORT,91189,,
806260941,40,GateOut,Full,IMPORT,90853,,
-857476249,40,GateOut,Full,IMPORT,93063,,
404055307,40,GateOut,Full,IMPORT,92316,,
-759224290,20,GateOut,Full,IMPORT,92710,,
830001891,45,GateOut,Full,IMPORT,92395,,
721404725,40,GateOut,Full,IMPORT,92833,,
-1240933388,40,GateOut,Full,IMPORT,90073,,
-1150663503,40,GateOut,Full,IMPORT,92359,,
2011932387,40,GateOut,Full,IMPORT,90270,,
2049920033,40,GateOut,Full,IMPORT,92649,,
268451549,40,GateOut,Full,IMPORT,92321,,
1342708109,20,GateOut,Full,IMPORT,92240,,
-2131781206,40,GateOut,Full,IMPORT,91185,,
-1118693517,40,GateOut,Full,IMPORT,90304,,
1196737175,40,GateOut,Full,IMPORT,91016,,
-501938116,40,GateOut,Full,IMPORT,90014,,
681854591,40,GateOut,Full,IMPORT,91759,,
1385287237,40,GateOut,Full,IMPORT,90503,,
-868873244,40,GateOut,Full,IMPORT,90717,,
-1007368559,40,GateOut,Full,IMPORT,90714,,
-1228067228,40,GateOut,Full,IMPORT,92285,,
-1957797775,40,GateOut,Full,IMPORT,93040,,
-1563447829,40,GateOut,Full,IMPORT,90631,,
333139175,40,GateOut,Full,IMPORT,90242,,
1785606082,40,GateOut,Full,IMPORT,90895,,
1225961652,45,GateOut,Full,IMPORT,92230,,
-1970704569,40,GateOut,Full,IMPORT,92234,,
-2010045686,40,GateOut,Full,IMPORT,92672,,
-414954236,40,GateOut,Full,IMPORT,90704,,
1950522951,40,GateOut,Full,IMPORT,91791,,
803193900,40,GateOut,Full,IMPORT,90241,,
2094886456,40,GateOut,Full,IMPORT,92822,,
163161698,20,GateOut,Full,IMPORT,90809,,
-209245096,40,GateOut,Full,IMPORT,92806,,
1170477896,40,GateOut,Full,IMPORT,91752,,
1469554800,40,GateOut,Full,IMPORT,91767,,
-1899230981,40,GateOut,Full,IMPORT,92536,,
-573929617,20,GateOut,Full,IMPORT,91185,,
-1211855789,40,GateOut,Full,IMPORT,92276,,
-913468,40,GateOut,Full,IMPORT,92811,,
-2119677389,40,GateOut,Full,IMPORT,91896,,
420278917,20,GateOut,Full,IMPORT,90815,,
2104200867,40,GateOut,Full,IMPORT,91803,,
1491834533,40,GateOut,Full,IMPORT,92292,,
140584337,40,GateOut,Full,IMPORT,91785,,
-252860756,40,GateOut,Full,IMPORT,93020,,
134540645,40,GateOut,Full,IMPORT,90822,,
2018078337,40,GateOut,Full,IMPORT,90008,,
-603309391,20,GateOut,Full,IMPORT,90304,,
-1003883986,40,GateOut,Full,IMPORT,91795,,
-283763494,40,GateOut,Full,IMPORT,90609,,
1354129364,40,GateOut,Full,IMPORT,92663,,
2106490252,40,GateOut,Full,IMPORT,91426,,
926634926,40,GateOut,Full,IMPORT,92856,,
-211592569,40,GateOut,Full,IMPORT,92252,,
-1904413097,40,GateOut,Full,IMPORT,91385,,
-1178148163,40,GateOut,Full,IMPORT,90704,,
1778185752,40,GateOut,Full,IMPORT,92648,,
-1819564081,20,GateOut,Full,IMPORT,92625,,
-1473251362,40,GateOut,Full,IMPORT,90069,,
1655498065,40,GateOut,Full,IMPORT,92846,,
-2138027249,40,GateOut,Full,IMPORT,90809,,
-1970540608,40,GateOut,Full,IMPORT,92260,,
-649558263,40,GateOut,Full,IMPORT,92313,,
424883711,40,GateOut,Full,IMPORT,92886,,
468925180,40,GateOut,Full,IMPORT,90501,,
1282016122,40,GateOut,Full,IMPORT,91386,,
773954874,20,GateOut,Full,IMPORT,93535,,
1788251493,40,GateOut,Full,IMPORT,92812,,
-1891460219,40,GateOut,Full,IMPORT,91367,,
1341256396,40,GateOut,Full,IMPORT,90802,,
1208313490,40,GateOut,Full,IMPORT,91803,,
-2116663256,45,GateOut,Full,IMPORT,90307,,
-2019494589,40,GateOut,Full,IMPORT,93553,,
1802765496,40,GateOut,Full,IMPORT,93044,,
699445256,40,GateOut,Full,IMPORT,91482,,
-1525386632,40,GateOut,Full,IMPORT,90652,,
-1055925138,40,GateOut,Full,IMPORT,91399,,
-1411660104,20,GateOut,Full,IMPORT,90096,,
-1246388165,45,GateOut,Full,IMPORT,92857,,
555850025,40,GateOut,Full,IMPORT,91103,,
177776782,40,GateOut,Full,IMPORT,92705,,
509881699,40,GateOut,Full,IMPORT,90713,,
-1002795320,40,GateOut,Full,IMPORT,92564,,
111855109,45,GateOut,Full,IMPORT,91504,,
1437902680,40,GateOut,Full,IMPORT,92605,,
-322978721,40,GateOut,Full,IMPORT,92427,,
-1225132116,40,GateOut,Full,IMPORT,92345,,
1492576762,45,GateOut,Full,IMPORT,91792,,
93171748,40,GateOut,Full,IMPORT,93063,,
-1589525916,20,GateOut,Full,IMPORT,92684,,
119740558,40,GateOut,Full,IMPORT,92516,,
1761716725,20,GateOut,Full,IMPORT,92801,,
449859002,20,GateOut,Full,IMPORT,91508,,
-2120752224,40,GateOut,Full,IMPORT,91214,,
-1791912801,40,GateOut,Full,IMPORT,90509,,
-1624735854,20,GateOut,Full,IMPORT,93550,,
291271648,20,GateOut,Full,IMPORT,90815,,
1797396763,40,GateOut,Full,IMPORT,90245,,
-1226426624,40,GateOut,Full,IMPORT,90846,,
-398647829,40,GateOut,Full,IMPORT,91110,,
-622219798,40,GateOut,Full,IMPORT,91030,,
-1243112000,40,GateOut,Full,IMPORT,92655,,
-1166372405,40,GateOut,Full,IMPORT,91383,,
-1714001931,40,GateOut,Full,IMPORT,93543,,
2056910848,40,GateOut,Full,IMPORT,90895,,
-583119954,40,GateOut,Full,IMPORT,93553,,
-1049151866,20,GateOut,Full,IMPORT,92276,,
68022142,40,GateOut,Full,IMPORT,92691,,
467306639,40,GateOut,Full,IMPORT,91321,,
1946120914,40,GateOut,Full,IMPORT,90749,,
1391843518,40,GateOut,Full,IMPORT,93553,,
-2142831879,40,GateOut,Full,IMPORT,92253,,
620963322,40,GateOut,Full,IMPORT,92650,,
773235420,40,GateOut,Full,IMPORT,90407,,
1779082054,40,GateOut,Full,IMPORT,92596,,
-186390303,40,GateOut,Full,IMPORT,92278,,
1938986204,40,GateOut,Full,IMPORT,92310,,
2031856865,40,GateOut,Full,IMPORT,91354,,
455856833,40,GateOut,Full,IMPORT,90084,,
1203335292,20,GateOut,Full,IMPORT,90071,,
-1274020247,40,GateOut,Full,IMPORT,90007,,
1933323871,40,GateOut,Full,IMPORT,92812,,
-1816159812,45,GateOut,Full,IMPORT,91740,,
159751222,45,GateOut,Full,IMPORT,91121,,
-824749281,40,GateOut,Full,IMPORT,90704,,
-1898248790,40,GateOut,Full,IMPORT,92203,,
1634655049,40,GateOut,Full,IMPORT,90233,,
-1336923561,40,GateOut,Full,IMPORT,91106,,
1280529736,20,GateOut,Full,IMPORT,90742,,
-153801361,45,GateOut,Full,IMPORT,91041,,
-237282589,20,GateOut,Full,IMPORT,90844,,
417116727,20,GateOut,Full,IMPORT,93093,,
-1592050962,40,GateOut,Full,IMPORT,91722,,
-2070297447,40,GateOut,Full,IMPORT,90096,,
-926723797,20,GateOut,Full,IMPORT,91503,,
