Subject,Start date,Start time,Container Size,In/Out Gate,Full / Empty,Container Status,Origin,Slot
-62942206,7/17/2017,12:15:00 PM,40,GateIn,Full,EXPORT,91748,Slot50
1489721082,7/17/2017,12:15:00 PM,40,GateIn,Empty,EXPORT,92808,Slot50
-1254616467,7/17/2017,12:15:00 PM,40,GateIn,Empty,EXPORT,93550,Slot50
-2135947519,7/17/2017,12:15:00 PM,20,GateIn,Empty,EXPORT,90031,Slot50
1261639262,7/17/2017,12:15:00 PM,40,GateIn,Empty,EXPORT,91602,Slot50
-1647631188,7/17/2017,12:15:00 PM,40,GateIn,Full,EXPORT,92709,Slot50
127615729,7/17/2017,12:15:00 PM,20,GateIn,Full,EXPORT,91618,Slot50
-1656377276,7/17/2017,12:15:00 PM,40,GateIn,Full,EXPORT,90703,Slot50
-1426876,7/17/2017,12:15:00 PM,40,GateIn,Empty,EXPORT,92263,Slot50
1539119980,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,90659,Slot51
-1748660143,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91789,Slot51
-808339623,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90210,Slot51
1237704093,7/17/2017,12:30:00 PM,20,GateIn,Full,EXPORT,91754,Slot51
321000996,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90801,Slot51
463152338,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92407,Slot51
-401995104,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92323,Slot51
125898637,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90506,Slot51
-1475989660,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91354,Slot51
-112592862,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,90010,Slot51
-623874651,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90071,Slot51
-1915401308,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92309,Slot51
1669493335,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92412,Slot51
-849296553,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,90846,Slot51
-1592293942,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90018,Slot51
1509512464,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,93040,Slot51
-986183786,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91607,Slot51
1650236876,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,92282,Slot51
975610728,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92570,Slot51
-1367085347,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90621,Slot51
570439553,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92604,Slot51
444256061,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92628,Slot51
2015360374,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92648,Slot51
-500839430,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,90307,Slot51
110527307,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90755,Slot51
-1290743397,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,91775,Slot51
-108575868,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90410,Slot51
-1272285751,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,91403,Slot51
-82566618,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92342,Slot51
1527766793,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,92242,Slot51
-1161267347,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90262,Slot51
-1276655854,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90265,Slot51
-997486899,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,91376,Slot51
-1813625921,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92584,Slot51
-850885387,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92735,Slot51
1137585102,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,91381,Slot51
-18878795,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91701,Slot51
1227790911,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,91009,Slot51
-849976993,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92599,Slot51
-899125497,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92517,Slot51
613157938,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90638,Slot51
-719049052,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90103,Slot51
-347927818,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,90248,Slot51
-1927123616,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90008,Slot51
122923403,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,91345,Slot51
1161911260,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91714,Slot51
-1876058521,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,91615,Slot51
712651946,7/17/2017,12:30:00 PM,45,GateIn,Full,EXPORT,92372,Slot51
-1299818134,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,91205,Slot51
1870718885,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92690,Slot51
298009447,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,91706,Slot51
-1370773545,7/17/2017,12:30:00 PM,20,GateIn,Full,EXPORT,91803,Slot51
-1065918453,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90032,Slot51
1420269556,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,93032,Slot51
-648894678,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92835,Slot51
1090690522,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92673,Slot51
1937286103,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90220,Slot51
1284299787,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92341,Slot51
-1498482164,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,90407,Slot51
65447675,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92210,Slot51
-1578051933,7/17/2017,12:30:00 PM,20,GateIn,Full,EXPORT,90702,Slot51
773357128,7/17/2017,12:30:00 PM,20,GateIn,Full,EXPORT,90005,Slot51
802601252,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92880,Slot51
1940918151,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,92618,Slot51
-1924615994,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91117,Slot51
298482598,7/17/2017,12:30:00 PM,45,GateIn,Empty,EXPORT,90607,Slot51
1501973667,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92590,Slot51
345041675,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90301,Slot51
-1301491645,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91358,Slot51
-1932303260,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90020,Slot51
633241213,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91003,Slot51
97968405,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90103,Slot51
-40737019,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90301,Slot51
-1006696355,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92831,Slot51
681072693,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,93021,Slot51
-309641171,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92261,Slot51
1798807749,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90802,Slot51
1585901674,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92567,Slot51
4927195,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90835,Slot51
686951236,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92322,Slot51
186915737,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90265,Slot51
-1971143598,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,92267,Slot51
56195300,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90086,Slot51
799433183,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92675,Slot51
885715803,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,92324,Slot51
-1241553892,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91702,Slot51
1549477180,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90408,Slot51
-408567136,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92590,Slot51
-386670598,7/17/2017,12:30:00 PM,45,GateIn,Empty,EXPORT,92345,Slot51
2060591206,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92210,Slot51
-943359023,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,92539,Slot51
1546740681,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90232,Slot51
-1677563208,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91206,Slot51
1325856618,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,93510,Slot51
199042187,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92857,Slot51
567776722,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,92564,Slot51
1079333489,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,93539,Slot51
1944594034,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,91510,Slot51
-1378594453,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92807,Slot51
-269689940,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92599,Slot51
536830424,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90245,Slot51
-180298929,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,93534,Slot51
-1606573969,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,90402,Slot51
-56417465,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92261,Slot51
321815209,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,91403,Slot51
1944435654,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,90710,Slot51
-1918221706,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92210,Slot51
1238863958,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90302,Slot51
-123956020,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91346,Slot51
1313721266,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90101,Slot51
-1455036603,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91331,Slot51
-644118239,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,90732,Slot51
406063963,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,91841,Slot51
1076725862,7/17/2017,12:30:00 PM,20,GateIn,Empty,EXPORT,92610,Slot51
-879992902,7/17/2017,12:30:00 PM,40,GateIn,Full,EXPORT,92543,Slot51
591970443,7/17/2017,12:30:00 PM,40,GateIn,Empty,EXPORT,92506,Slot51
1567473427,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,91115,Slot52
632383783,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92603,Slot52
-236562271,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,91125,Slot52
1869519749,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90711,Slot52
270327808,7/17/2017,12:45:00 PM,45,GateIn,Empty,EXPORT,91798,Slot52
1657009783,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,91311,Slot52
1224033003,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92377,Slot52
-1980745882,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92676,Slot52
-1284371380,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,92604,Slot52
-468565143,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91304,Slot52
1265059712,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,92548,Slot52
-1692628366,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90050,Slot52
1065174696,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90702,Slot52
1860362329,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,93041,Slot52
155501201,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90088,Slot52
1883167341,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,90016,Slot52
-271003068,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90024,Slot52
-1503193814,7/17/2017,12:45:00 PM,45,GateIn,Empty,EXPORT,90278,Slot52
1365492122,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,92604,Slot52
267596952,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91351,Slot52
-921576439,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92698,Slot52
1811122142,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,91788,Slot52
-200880571,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90623,Slot52
-1467297146,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,91202,Slot52
1914879364,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,90706,Slot52
178049290,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90813,Slot52
-1286199337,7/17/2017,12:45:00 PM,20,GateIn,Full,EXPORT,90072,Slot52
-1601393749,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,92254,Slot52
1900837191,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,92539,Slot52
1935515893,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90398,Slot52
-1476230610,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90087,Slot52
-1713024340,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90070,Slot52
540937747,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90680,Slot52
-1115245339,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,91117,Slot52
1188787728,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,90064,Slot52
1121714949,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,93001,Slot52
-1909867506,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91103,Slot52
-1354593389,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90019,Slot52
103893622,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92359,Slot52
971574893,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92399,Slot52
-845754347,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90748,Slot52
-525301937,7/17/2017,12:45:00 PM,20,GateIn,Full,EXPORT,92817,Slot52
1937473577,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,90040,Slot52
-181983458,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90019,Slot52
544505940,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91388,Slot52
691718490,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,92628,Slot52
1340178126,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90093,Slot52
-771543788,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91899,Slot52
22009143,7/17/2017,12:45:00 PM,20,GateIn,Full,EXPORT,92831,Slot52
2111958665,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91436,Slot52
1230665545,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,91526,Slot52
-745978994,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92833,Slot52
845482129,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91325,Slot52
-1600320219,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90069,Slot52
-1407877911,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,91744,Slot52
-338058149,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,92331,Slot52
-1608072438,7/17/2017,12:45:00 PM,45,GateIn,Full,EXPORT,90266,Slot52
129708777,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,90254,Slot52
921009463,7/17/2017,12:45:00 PM,45,GateIn,Empty,EXPORT,93543,Slot52
1577566708,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91118,Slot52
1419349981,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91043,Slot52
1643831670,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,92278,Slot52
-1488211853,7/17/2017,12:45:00 PM,20,GateIn,Full,EXPORT,92843,Slot52
2087016523,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90301,Slot52
904733592,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90715,Slot52
-1590103314,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90407,Slot52
-1120059311,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92885,Slot52
1570757123,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92506,Slot52
-1778223882,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92282,Slot52
-194771932,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90202,Slot52
-1104211055,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,91401,Slot52
1569180924,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90609,Slot52
2060721659,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90307,Slot52
1122442408,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90633,Slot52
-1109726502,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,90715,Slot52
-882433104,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92831,Slot52
-1035925322,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92836,Slot52
-1413457255,7/17/2017,12:45:00 PM,20,GateIn,Full,EXPORT,92649,Slot52
1410891699,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,92677,Slot52
727573186,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92692,Slot52
-1780788581,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,90063,Slot52
1183116172,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90036,Slot52
1916551153,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90034,Slot52
-1428426231,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92584,Slot52
-898693554,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90840,Slot52
-545002468,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,90409,Slot52
1430437359,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91105,Slot52
-1798382291,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,92709,Slot52
764246687,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91020,Slot52
1902370057,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91615,Slot52
367465830,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90312,Slot52
-366460875,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,90631,Slot52
748013315,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,92519,Slot52
-1052361314,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90292,Slot52
-1499405042,7/17/2017,12:45:00 PM,45,GateIn,Empty,EXPORT,92513,Slot52
-1953863594,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,93060,Slot52
394685379,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,93591,Slot52
267415547,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92260,Slot52
721330985,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,92557,Slot52
-2037400345,7/17/2017,12:45:00 PM,45,GateIn,Empty,EXPORT,90070,Slot52
1618223449,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90004,Slot52
-1410356961,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90405,Slot52
-812993044,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,92603,Slot52
975211789,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,91724,Slot52
236931367,7/17/2017,12:45:00 PM,20,GateIn,Full,EXPORT,92220,Slot52
-978148704,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90202,Slot52
-1058952437,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92857,Slot52
466276747,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91324,Slot52
-1636857254,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90003,Slot52
1173514106,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92677,Slot52
-1933836870,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91499,Slot52
1151991134,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,93006,Slot52
-1018228066,7/17/2017,12:45:00 PM,40,GateIn,Full,EXPORT,92327,Slot52
444970368,7/17/2017,12:45:00 PM,20,GateIn,Empty,EXPORT,91371,Slot52
1850040631,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92344,Slot52
725183283,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92315,Slot52
-759330166,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90073,Slot52
-286069205,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91329,Slot52
1925704959,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90003,Slot52
750989955,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91497,Slot52
777131273,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,90652,Slot52
-1592320864,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92544,Slot52
-772302113,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,91340,Slot52
477248473,7/17/2017,12:45:00 PM,40,GateIn,Empty,EXPORT,92378,Slot52
1449274595,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,91354,Slot53
1028721631,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91327,Slot53
-504280158,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,93043,Slot53
299651904,7/17/2017,01:00:00 PM,40,GateIn,Full,EXPORT,91321,Slot53
-1399918921,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,92277,Slot53
-994822488,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90255,Slot53
1413085081,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90713,Slot53
-1733001366,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,91106,Slot53
-971225216,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,90058,Slot53
2124043559,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,92399,Slot53
1793055605,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,91009,Slot53
-1128287320,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90624,Slot53
2019564058,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,90211,Slot53
-922913985,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90293,Slot53
1994879148,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,92870,Slot53
-985260203,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90306,Slot53
456686431,7/17/2017,01:00:00 PM,45,GateIn,Empty,EXPORT,90006,Slot53
1452839364,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91102,Slot53
649695998,7/17/2017,01:00:00 PM,40,GateIn,Full,EXPORT,91606,Slot53
-1077056931,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91750,Slot53
-1714979374,7/17/2017,01:00:00 PM,40,GateIn,Full,EXPORT,93592,Slot53
1985743705,7/17/2017,01:00:00 PM,40,GateIn,Full,EXPORT,92406,Slot53
-1070136085,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90035,Slot53
-1147315091,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91601,Slot53
-1785478842,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,91711,Slot53
-710399791,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91340,Slot53
-412028114,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91770,Slot53
145554519,7/17/2017,01:00:00 PM,20,GateIn,Full,EXPORT,93563,Slot53
-1778350239,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90239,Slot53
1654443593,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91784,Slot53
2126487725,7/17/2017,01:00:00 PM,40,GateIn,Full,EXPORT,92591,Slot53
-2052057451,7/17/2017,01:00:00 PM,45,GateIn,Empty,EXPORT,92814,Slot53
-537806035,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90303,Slot53
-1418308717,7/17/2017,01:00:00 PM,20,GateIn,Full,EXPORT,91302,Slot53
904614786,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91801,Slot53
-698708461,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,92673,Slot53
-2012896470,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,92677,Slot53
57528103,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,91505,Slot53
-297029556,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90662,Slot53
-859010201,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,92675,Slot53
-577468635,7/17/2017,01:00:00 PM,40,GateIn,Full,EXPORT,91763,Slot53
254643245,7/17/2017,01:00:00 PM,40,GateIn,Full,EXPORT,90063,Slot53
1003432721,7/17/2017,01:00:00 PM,40,GateIn,Full,EXPORT,90723,Slot53
-1159455525,7/17/2017,01:00:00 PM,20,GateIn,Full,EXPORT,92673,Slot53
-1568606501,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90270,Slot53
575769832,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90501,Slot53
-701348930,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91775,Slot53
-1349952117,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91503,Slot53
1317620458,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,90240,Slot53
-382977795,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,92413,Slot53
435961234,7/17/2017,01:00:00 PM,20,GateIn,Empty,EXPORT,91025,Slot53
-739910767,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,91766,Slot53
1034225341,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90035,Slot53
1678832854,7/17/2017,01:00:00 PM,40,GateIn,Empty,EXPORT,90212,Slot53
-1112098310,7/17/2017,01:00:00 PM,45,GateIn,Empty,EXPORT,92424,Slot53
